"id","idLegislacao","nome","nomeArquivo","created_at","updated_at","descricao","remoto"
"106","112","INSTITUI, NOMEIA E EMPOSSA OS MEMBROS DO COMITÊ TÉCNICO MUNICIPAL DE PROMOÇÃO DAS EQUIDADES EM SAÚDE E DÁ OUTRAS PROVIDÊNCIAS.","DECRETO-6455-DE-23-DE-MAIO-DE-2022-INSTITUI-MEMBROS-COMITE-TEC-MUNIC-DE-PROMOCAO-DA-EQUIDADE.pdf","24/5/2022 15:10:20","24/5/2022 15:10:43","INSTITUI, NOMEIA E EMPOSSA OS MEMBROS DO COMITÊ TÉCNICO MUNICIPAL DE PROMOÇÃO DAS EQUIDADES EM SAÚDE E DÁ OUTRAS PROVIDÊNCIAS.","0"
"107","113","INSTITUI AS COMISSÕES DE DESENVOLVIMENTO FUNCIONAL E A COMISSÃO DE REVISÃO DE DESEMPENHO PARA EFEITO DE AVALIAÇÃO DE DESENVOLVIMENTO FUNCIONAL DOS SERVIDORES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO E DÁ O","DECRETO-6542-DE-19-05-2022-COMISSAO-DESENVOLVIMENTO-FUNCIONAL-E-A-COMISSAO-DE-REVISAO-DE-DESEMPENHO-PARA-AVALOACAO-EDUCACAO.pdf","2/6/2022 14:21:10","2/6/2022 14:21:29","INSTITUI AS COMISSÕES DE DESENVOLVIMENTO FUNCIONAL E A COMISSÃO DE REVISÃO DE DESEMPENHO PARA EFEITO DE AVALIAÇÃO DE DESENVOLVIMENTO FUNCIONAL DOS SERVIDORES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO E DÁ OUTRAS PROVIDÊNCIAS.","0"
"108","113","DECLARA VACANCIA DE CARGO PÚBLICO OCUPADO PELO(A) SERVIDOR(A) JAIR LUCIO, EM RAZÃO DA APOSENTADORIA E DÁ OUTRAS PROVIDÊNCIAS.","DECRETO-6458-VACANCIA-DE-CARGO-PUBLICO-JAIR-LUCIO.pdf","2/6/2022 14:22:28","2/6/2022 14:24:08","DECLARA VACANCIA DE CARGO PÚBLICO OCUPADO PELO(A) SERVIDOR(A) JAIR LUCIO, EM RAZÃO DA APOSENTADORIA E DÁ OUTRAS PROVIDÊNCIAS.","0"
"109","113","DESIGNA MEMBROS PARA O CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL DO MUNICIPIO DE FRONTEIRA E DÁ OUTRAS PROVIDÊNCIAS.","DECRETO-6456-DE-26-05-2022-MEMBROS-CONSELHO-ASSITENCIA-SOCIAL.pdf","2/6/2022 14:25:46","2/6/2022 14:26:49","DESIGNA MEMBROS PARA O CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL DO MUNICIPIO DE FRONTEIRA E DÁ OUTRAS PROVIDÊNCIAS.","0"
"110","114","NOMEIA E EMPOSSA MEMBROS DO CONSELHO ASSISTÊNCIA SOCIAL.","DECRETO-6456-DE-26-05-2022-MEMBROS-CONSELHO-ASSITENCIA-SOCIAL_(765).pdf","7/6/2022 15:59:49","7/6/2022 16:00:08","NOMEIA E EMPOSSA MEMBROS DO CONSELHO ASSISTÊNCIA SOCIAL.","0"
"111","115","AUTORIZA O MUNICÍPIO DE FRONTEIRA A CONTRATAR COM O BANCO DE DESENVOLVIMENTO DE MINAS GERIAS S/A - BDMG, OPERAÇÕES DE CRÉDITO COM OUTORGA DE GARNATIA E DÁ OUTRAS PROVIDÊNCIAS.","Lei-2006-de-15-06-2022-Autoriza-o-Municipio-de-Fronteira-a-Contratar-com-o-BDMG-Opercoes-de-Creditos-com-Outorga-de-Garantia-.pdf","21/6/2022 13:37:04","21/6/2022 13:37:21","AUTORIZA O MUNICÍPIO DE FRONTEIRA A CONTRATAR COM O BANCO DE DESENVOLVIMENTO DE MINAS GERIAS S/A - BDMG, OPERAÇÕES DE CRÉDITO COM OUTORGA DE GARNATIA E DÁ OUTRAS PROVIDÊNCIAS.","0"
"112","116","AUTORIZA O PODER EXECUTIVO A PREMIAR OS VENCEDORES DOS EVENTOS ESPORTIVOS E CULTURAIS MUNICIPAIS NA FORMA MENCIONADA E DÁ OUTRAS PROVIDÊNCIAS.","Lei-2007-de-15-06-2022-Autoriza-o-Poder-Executivo-Premir-Atletas-Vencedore-em-Eventos-Esportivos-e-Culturais.pdf","21/6/2022 13:40:44","21/6/2022 13:41:01","AUTORIZA O PODER EXECUTIVO A PREMIAR OS VENCEDORES DOS EVENTOS ESPORTIVOS E CULTURAIS MUNICIPAIS NA FORMA MENCIONADA E DÁ OUTRAS PROVIDÊNCIAS.","0"
"113","117","DISPÓE SOBRE A NOMEAÇÃO E POSSE DOS MEBROS DO COMITÊ DIRETOR DO PLANO MUNICIPAL DE GESTÃO INTEGRADA DE RESIDUOS SOLIDOS - PMGIRS DE FRONTEIRA -MG, E DÁ OUTRAS PROVIDÊNCIAS.","Decreto-6475-PMGIRS.pdf","21/6/2022 13:44:14","21/6/2022 13:44:30","DISPÓE SOBRE A NOMEAÇÃO E POSSE DOS MEBROS DO COMITÊ DIRETOR DO PLANO MUNICIPAL DE GESTÃO INTEGRADA DE RESIDUOS SOLIDOS - PMGIRS DE FRONTEIRA -MG, E DÁ OUTRAS PROVIDÊNCIAS.","0"
"114","118","DISPÕE SOBRE A CRIAÇÃO DO CONSELHO MUNICIPAL DE CONTROLE SOCIAL DE SANEAMENTO BÁSICO NO ÂMBITO DO MUNICIPIO DE FRONTEIRA MG E DÁ OUTRAS PROVIDÊNCIAS.","Decreto-6483-Dispoe-sobre-Criacao-do-Conselho-Municipal-de-Controle-Social-de-Saneamento-Basico.pdf","27/6/2022 16:00:47","27/6/2022 16:01:01","DISPÕE SOBRE A CRIAÇÃO DO CONSELHO MUNICIPAL DE CONTROLE SOCIAL DE SANEAMENTO BÁSICO NO ÂMBITO DO MUNICIPIO DE FRONTEIRA MG E DÁ OUTRAS PROVIDÊNCIAS.","0"
"115","118","ALTERA O CRONOGRAMA DE VENCIEMNTO DO IPTU (IMPOSTO PREDIAL E TERRITORIAL URBANO), DO EXERCÍCIO DE 2022 DO MUNICIPIO DE FRONTEIRA MG E REVOGA O DECRERO 6.293 DE 17 DE DEZEMBRO DE 2021.","Decreto-6486de-24-06-2022-Altera-Vcto-IPTU.pdf","27/6/2022 16:01:29","27/6/2022 16:03:08","ALTERA O CRONOGRAMA DE VENCIEMNTO DO IPTU (IMPOSTO PREDIAL E TERRITORIAL URBANO), DO EXERCÍCIO DE 2022 DO MUNICIPIO DE FRONTEIRA MG E REVOGA O DECRERO 6.293 DE 17 DE DEZEMBRO DE 2021.","0"
"116","119","NOMEIA A COMISSÃO DE PROCESSO ADMINISTRATIVO DISCIPLINAR, REGULAMENTANDO O TRABALHO DA COMISSÃO CONFORME DISPÕE DECRETO 5.810 DE 01-01-2021.","PORTARIA-7089-DE-08-06-2022-NOMEIA-COMISSAO-DE-PROCESSO-DISCIPLINAR-REGULAMENTANDO-O-TRABALHO-DA-COM-ISSAO-CONF-DISPOE-DECRETO-5810-DE-04-01-2021.pdf","27/6/2022 16:05:37","27/6/2022 16:05:48","NOMEIA A COMISSÃO DE PROCESSO ADMINISTRATIVO DISCIPLINAR, REGULAMENTANDO O TRABALHO DA COMISSÃO CONFORME DISPÕE DECRETO 5.810 DE 01-01-2021.","0"
"117","120","DISPÕE SOBRE A ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO VIGENTE E DÁ OUTRAS PROVIDÊNCIAS.","Lei-2008-de-15-06-2022-Abertura-de-Credito-Adicional.pdf","27/6/2022 16:08:02","27/6/2022 16:08:15","DISPÕE SOBRE A ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO VIGENTE E DÁ OUTRAS PROVIDÊNCIAS.","0"
"118","121","ALTERA  O CRONOGRAMA DE VENCIMENTO DO IPTU (IMPOSTO PREDIAL E TERRITORIAL URBANO), DO EXERCICIO 2022 DO MUNICÍPIO DE FRONTEIRA E REVOGA O DECRETO 6.293 DE 17 DE DEZEMBRO DE 2021.","Decreto-6486-Altera-vcto-IPTU.pdf","7/7/2022 14:13:15","7/7/2022 14:13:28","ALTERA  O CRONOGRAMA DE VENCIMENTO DO IPTU (IMPOSTO PREDIAL E TERRITORIAL URBANO), DO EXERCICIO 2022 DO MUNICÍPIO DE FRONTEIRA E REVOGA O DECRETO 6.293 DE 17 DE DEZEMBRO DE 2021.","0"
"121","123","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL ESPECIAL NO ORÇAMENTO VIGENTE PARA A INCLUSÃO DE AÇÃO EM PROGRAMA DO PPA, LDO E LOA E DÁ OUTRAS PROVIDÊNCIAS.","LEI-No-2009-de-15-de-JULHO-de-2022-ABERETURA-DE-CREDITO-ADICIONAL-EPECIAL-ORCAMENTO-VIGENTE-INCLUSAO-DE-ACAO-EM-PROGRAMA-DO-PPA-LDO-E-LOA_(106).docx","28/7/2022 08:25:53","28/7/2022 08:26:09","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL ESPECIAL NO ORÇAMENTO VIGENTE PARA A INCLUSÃO DE AÇÃO EM PROGRAMA DO PPA, LDO E LOA E DÁ OUTRAS PROVIDÊNCIAS.","0"
"122","124","DA DENOMINAÇÃO A AVENIDA DOS ESPORTES DE EXPEDITA OLIVEIRA SOUZA","LEI-2010-DE-15-07-2022-DA-DENOMINACAO-A-AVENIDA-DOS-ESPORTES-DE-EXPEDITA-DE-OLIVEIRA-SOUZA.pdf","2/8/2022 10:56:46","2/8/2022 10:57:34","DA DENOMINAÇÃO A AVENIDA DOS ESPORTES DE EXPEDITA OLIVEIRA SOUZA","0"
"123","125","NOMEIA COMISSÃO DE PROCESSO ADM DISCIPLINAR, REGULAMENTANDO O TRABALHO DA COMISSÃO CONFORME DISPÕE DECRETO 5.810.","PORTARIA-7093-NOMEIA-COMISSAO-DE-PROCESSO-ADMINISTRATIVO-DISCIPLINAR-REGULAMENTANDO-O-TRABALHO-DA-COMISSAO.pdf","2/8/2022 10:59:46","2/8/2022 10:59:59","NOMEIA COMISSÃO DE PROCESSO ADM DISCIPLINAR, REGULAMENTANDO O TRABALHO DA COMISSÃO CONFORME DISPÕE DECRETO 5.810.","0"
"125","126",,"PORTARIA-7090-DE-23-DE-JUNHO-DE-2022-DESIGNA-SERVIDOR-EXERCER-FUNCAO-AGENTE-DESENVOLVIMENTO-NAGILA-MEZADRE.pdf","18/8/2022 10:15:31","18/8/2022 10:15:31",,"0"
"126","127","DESIGNA SERVIDOR EXERCER FUNÇÃO AGENTE DESENVOLVIMENTO SEBRAE","PORTARIA-7090-DE-23-DE-JUNHO-DE-2022-DESIGNA-SERVIDOR-EXERCER-FUNCAO-AGENTE-DESENVOLVIMENTO-NAGILA-MEZADRE_(224).pdf","18/8/2022 10:17:21","18/8/2022 10:18:04","DESIGNA SERVIDOR EXERCER FUNÇÃO AGENTE DESENVOLVIMENTO SEBRAE","0"
"127","128","DESIGNA SERVIDOR EXERCER FUNÇÃO AGENTE DESENVOLVIMENTO SEBRAE","PORTARIA-7096-DESIGNA-SERVIDOR-PARA-EXERCER-FUNCAO-DE-AGENTE-MUNICPAL-DESENVOLVIMENTO-SEBRAE.pdf","18/8/2022 10:19:19","18/8/2022 10:19:28","DESIGNA SERVIDOR EXERCER FUNÇÃO AGENTE DESENVOLVIMENTO SEBRAE","0"
"129","130","SOBRE PISO SALARIAL AGENTES DE COMBATE ÀS  ENDEMIAS E AGENTES COMUNITÁRIOS","LEI-COMPLEMENTAR-006-DE-10-DE-AGOSTO-DE-2022-PISO-SALARIAL-AGENTE-ENDEMIAS-E-SAUDE.pdf","18/8/2022 10:23:48","18/8/2022 10:23:59","SOBRE PISO SALARIAL AGENTES DE COMBATE ÀS  ENDEMIAS E AGENTES COMUNITÁRIOS","0"
"130","131","INCLUI PERÍMETRO URBANO NO MUNICÍPIO A ÁREA QUE MENCIONA.","LEI-1970-DE-15-DE-SETEMBRO-DE-2021-INCLUI-PERIMETRO-URBANO-NO-MUNICIPIO-A-AREA-QUE-MENCIONA.pdf","18/8/2022 15:57:41","18/8/2022 15:57:52","INCLUI PERÍMETRO URBANO NO MUNICÍPIO A ÁREA QUE MENCIONA.","0"
"131","132","INCLUSÃO ART 3º DA LEI COMPLEMENTAR 002-2005","LEI-COMPLEMENTAR-No-005-DE-15-07-2022-INCLUI-3o-ART-19-DA-LEI-COMPLEMENTAR-002-2005.pdf","25/8/2022 08:37:20","25/8/2022 08:38:10","INCLUSÃO ART 3º DA LEI COMPLEMENTAR 002-2005","0"
"132","136","DISPÓE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2012-DE-30-DE-AGOSTO-DE-2022-ABERTURA-DE-CREDITO-ADICIONAL-POLIANA.pdf","31/8/2022 08:31:04","31/8/2022 08:31:24","DISPÓE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","0"
"133","137","DISPÓE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2013-DE-30-DE-AGOSTO-DE-2022-ABERTURA-DE-CREDITO-FOLHA-PAGAMENTO.pdf","31/8/2022 08:35:01","31/8/2022 08:35:49","DISPÓE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","0"
"134","138","DISPÓE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2014-DE-30-DE-AGOSTO-DE-2022-ABERTURA-DE-CREDITO-ADICIONAL-DESAPROPRIACAO.pdf","31/8/2022 08:37:16","31/8/2022 08:37:33","DISPÓE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","0"
"135","139","DISPÕE SOBRE MODIFICAÇÃO DO INCISO I ART. 4º LEI MUNICPAL 1.986 DE 15 DEZEMBRO 2021 E DA OUTRAS PROVIDÊNCIAS.","LEI-2015-DE-30-DE-AGOSTO-DE-2022-MODIFICA-O-INCISO-I-DO-ART-4o-DA-LEI-MUNICIPAL-1986-DE-15-DE-DEZEMBRO-DE-2021.pdf","31/8/2022 08:39:16","31/8/2022 08:39:35","DISPÕE SOBRE MODIFICAÇÃO DO INCISO I ART. 4º LEI MUNICPAL 1.986 DE 15 DEZEMBRO 2021 E DA OUTRAS PROVIDÊNCIAS.","0"
"136","140","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL ESPECIAL NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2016-DE-30-DE-AGOSTO-DE-2022-ABERTURA-DE-CREDITO-ADICIONAL-ILUMINACAO-LED.pdf","31/8/2022 08:41:14","31/8/2022 08:41:31","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL ESPECIAL NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","0"
"137","141","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2017-DE-30-DE-AGOSTO-DE-2022-ABERTURA-DE-CREDITO-ADICIONAL-CAMINHAO-COMPACTADOR-DE-COLETA-CONVENCION-AL.pdf","31/8/2022 08:42:50","31/8/2022 08:43:05","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","0"
"138","142","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL ESPECIAL NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS","LEI-2018-DE-30-DE-AGOSTO-DE-2022-ABERTURA-DE-CREDITO-ADICIONAL-ESPECIAL-CONVENIO-POLICIA-MILITAR.pdf","31/8/2022 08:44:20","31/8/2022 08:46:08","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL ESPECIAL NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIA","0"
"139","143","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2019-DE-30-DE-AGOSTO-DE-2022-ABERTURA-CREDITO-ADICIONAL-AQUISICAO-MAQUINAS-E-EQUIPAMENTOS.pdf","31/8/2022 08:47:06","31/8/2022 08:47:19","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS.","0"
"140","144","DIRETRIZES PARA ELABORAÇÃO E EXECUÇÃO LEI ORÇAMENTÁRIA EXERCÍCIO FINANCEIRO ANO 2023 E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2020-DE-14-DE-SETEMBRO-DE-2022-DIRETIZES-ELABORACAO-EXECUCAO-LEI-ORCAMENTARIA-EXERCICIO-2023.pdf","20/9/2022 08:28:54","20/9/2022 08:29:14","DIRETRIZES PARA ELABORAÇÃO E EXECUÇÃO LEI ORÇAMENTÁRIA EXERCÍCIO FINANCEIRO ANO 2023 E DÁ OUTRAS PROVIDÊNCIAS.","0"
"141","145","ABERTURA CREDITO ADICIONAL","LEI-2021-DE-14-DE-SETEMBRO-DE-2022-ABERTURA-CREDITO-ADICIONAL-SUPLEMENTAR-AQUISICAO-TERRENO-CONSTRUCAO-CRECHE-E-ESCOLA-LAGOA-SECA.pdf","20/9/2022 08:30:49","20/9/2022 08:31:20","ABERTURA CREDITO ADICIONAL","0"
"142","146","ALTERA § 1º DO ART 3º DA LEI 1.804 DE 25 DE ABRIL DE 2018 PARA RECOMPOR PARÂMETROS CONCESSÃO AUXILIO ALIMENTAÇÃO","LEI-2022-DE-14-DE-SETEMBRO-DE-2022-ALTERA-1o-DA-LEI-1804-DE-25-DE-ABRIL-DE-2018-AUXILIO-ALIMENTACAO.pdf","20/9/2022 08:32:53","20/9/2022 08:33:03","ALTERA § 1º DO ART 3º DA LEI 1.804 DE 25 DE ABRIL DE 2018 PARA RECOMPOR PARÂMETROS CONCESSÃO AUXILIO ALIMENTAÇÃO","0"
"143","147","ABERTURA DE CREDITO ADICONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS - VAN","LEI-2023-DE-14-DE-SETEMBRO-DE-2022-ABERTURA-DE-CREDITO-ADICIONAL-AQUISICAO-VAN-15-LUGARES-SEM-ADAPTACAO-.pdf","20/9/2022 08:34:48","20/9/2022 08:35:01","ABERTURA DE CREDITO ADICONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS - VAN","0"
"144","148","ABERTURA DE CREDITO ADICONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS - MURO PARQUE EXPOSIÇÕES","LEI-2024-DE-14-DE-SETEMBRO-DE-2022-CREDITO-ADICIONAL-CONSTRUCAO-MURO-PARQUE-EXPOSICOES.pdf","20/9/2022 08:36:27","20/9/2022 08:36:43","ABERTURA DE CREDITO ADICONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS - MURO PARQUE EXPOSIÇÕES","0"
"145","149","ABERTURA DE CREDITO ADICONAL ESPECIAL NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS - VESTIÁRIO ESTÁDIO MAURICIO GOULART.","LEI-2025-DE-14-DE-SETEMBRO-DE-2022-CREDITO-ADICIONAL-CONSTRUCAO-VESTIARIO-ESTADIO-MAURICIO-GOULART.pdf","20/9/2022 08:38:20","20/9/2022 08:38:31","ABERTURA DE CREDITO ADICONAL ESPECIAL NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS - VESTIÁRIO ESTÁDIO MAURICIO GOULART.","0"
"146","150","ABERTURA DE CREDITO ADICONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS - TERCEIRA ETAPA URBANIZAÇÃO ORLA JAERDIM VERANEIO.","LEI-2026-DE-14-DE-SETEMBRO-DE-2022-CREDITRO-ADICIONAL-CONTRUCAO-TERCEIRA-ETAPA-ORLA-JARDIM-VERANEIO.pdf","20/9/2022 08:40:17","20/9/2022 08:40:30","ABERTURA DE CREDITO ADICONAL SUPLEMENTAR NO ORÇAMENTO E DÁ OUTRAS PROVIDÊNCIAS - TERCEIRA ETAPA URBANIZAÇÃO ORLA JAERDIM VERANEIO.","0"
"147","151","AUTORIZA A SUPLEMENTAÇÃO E CRIAÇÃO FONTES EM DOTAÇÃO CRIADA POR MEIO DE CRÉDITO ESPECIAL NO ORÇAMENTO VIGENTE DESTINADA A CONSTRUÇÃO DA QUADRA POLIESPORTIVA ESCOLA MUNIC. ABC AUTORIZADA PELA LEI 2.009","LEI-2027-DE-14-DE-SETEMBRO-DE-2022-AUTORIZA-SUPLEMENTACAO-E-CRIACAO-DE-FONTES-EM-DOTACAO-CONSTRUCAO-QUADRA-POLIESPORTIVA-ESCOLA-MUNICIPAL-ABC.pdf","20/9/2022 08:42:48","20/9/2022 08:42:59","AUTORIZA A SUPLEMENTAÇÃO E CRIAÇÃO FONTES EM DOTAÇÃO CRIADA POR MEIO DE CRÉDITO ESPECIAL NO ORÇAMENTO VIGENTE DESTINADA A CONSTRUÇÃO DA QUADRA POLIESPORTIVA ESCOLA MUNIC. ABC AUTORIZADA PELA LEI 2.009 DE 15 DE JULHO DE 2022.","0"
"148","152","CONCEDE SUBVENÇÃO SOCIAL À ASSOCIAÇÃO BENEFICENTE E CULTURAL FREI ODORICO VIRGA E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2028-DE-14-DE-SETEMBRO-DE-2022-CONCEDE-SUBVENCAO-A-ASSOCIACAO-BENEFICENTE-FREI-ODORICO-VIRGA.pdf","20/9/2022 08:44:25","20/9/2022 08:44:36","CONCEDE SUBVENÇÃO SOCIAL À ASSOCIAÇÃO BENEFICENTE E CULTURAL FREI ODORICO VIRGA E DÁ OUTRAS PROVIDÊNCIAS.","0"
"149","153","CONCEDE SUBVENÇÃO SOCIAL À FUNDAÇÃO PIO XII - HOSPITAL DO AMOR - BARRETOS E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2029-DE-14-DE-SETEMBRO-DE-2022-CONCEDE-SUBVENCAO-SOCIAL-A-FUNDACAO-PIO-XII-HOSPITAL-DO-AMOR-BARRETOS-SP.pdf","20/9/2022 08:46:11","20/9/2022 08:46:23","CONCEDE SUBVENÇÃO SOCIAL À FUNDAÇÃO PIO XII - HOSPITAL DO AMOR - BARRETOS E DÁ OUTRAS PROVIDÊNCIAS.","0"
"150","154","DEFINE CRITÉRIO DE ESCOLHA DE DIRETORES DAS INSTITUIÇÕES DE ESNSINO DA REDE MUNICIPAL.","DECRETO-6560-ESCOLHA-MEDIANTE-AVALIACAO-DE-MERITO-E-DESEMPENHO-DIRETORES-INSTITUCOES-ENSINO-REDE-MUNICIPAL.pdf","23/9/2022 14:23:41","23/9/2022 14:23:52","DEFINE CRITÉRIO DE ESCOLHA DE DIRETORES DAS INSTITUIÇÕES DE ESNSINO DA REDE MUNICIPAL.","0"
"151","155","ABERTURA CRÉDITO ADICIONAL - AQUISIÇÃO TERRENOS CONSTRUÇÃO ROTATÓRIA.","LEI-2030-DE-30-DE-SETEMBRO-DE-2022-DISPOOE-SOBRE-ABERTURA-CREDITO-AQUISICAO-TERRENO-ROTATORIA.pdf","30/9/2022 16:18:43","30/9/2022 16:18:56","ABERTURA CRÉDITO ADICIONAL - AQUISIÇÃO TERRENOS CONSTRUÇÃO ROTATÓRIA.","0"
"152","156","AUTORIZA CONCEÇÃO DE SUBVENÇÃO SOCIAL AO CONSELHO COMUTÁRIO DE SEGURANÇA PÚBLICA - REFORMA PC.","LEI-2031-DE-30-DE-SETEMBRO-DE-2022-AUTORIZA-CONCESSAO-DE-SUBVENCAO-SOCIAL-AO-CONSELHO-COMUNITARIO-SEGURANCA-PUBLICA.pdf","30/9/2022 16:24:19","30/9/2022 16:24:27","AUTORIZA CONCEÇÃO DE SUBVENÇÃO SOCIAL AO CONSELHO COMUTÁRIO DE SEGURANÇA PÚBLICA - REFORMA PC.","0"
"154","158","INCLUI NO PERÍMETRO URBANO DO MUNICÍPIO A ÁREA QUE EMNCIONA E DÁ OUTRAS PROVIDÊNCIAS","LEI-2032-DE-30-DE-SETEMBRO-DE-2022-INCLUI-NO-PERIMETRO-URBANO-DO-MUNICIPIO-A-AREA-QUE-EMNCIONA-E-DA-OUTRAS-PROVIDENCIAS.pdf","5/10/2022 15:29:38","5/10/2022 15:29:58","INCLUI NO PERÍMETRO URBANO DO MUNICÍPIO A ÁREA QUE EMNCIONA E DÁ OUTRAS PROVIDÊNCIAS","0"
"155","159","LUTO JOSÉ CAPRISTO","DECREETO-6601-LUITO-SR-JOSE-CAPRISTO.pdf","26/10/2022 19:06:02","26/10/2022 19:06:18","LUTO JOSÉ CAPRISTO","0"
"156","160","LUTO CLAUDIO ANDRADE DE MELO","DECRETO-No-6602-LUTO-CLAUDIO-ANDRADE-DE-MELO.docx","1/11/2022 11:22:04","1/11/2022 11:22:31","LUTO CLAUDIO ANDRADE DE MELO","0"
"158","162","LUTO MARIO AUGUSTO DOS SANTOS (MARÃO )","DECRETO-No-6603-LUTO-MARIO-AUGUSTO-DOS-SANTOS.docx","3/11/2022 09:04:46","3/11/2022 09:05:03","LUTO MARIO AUGUSTO DOS SANTOS (MARÃO )","0"
"159","163","SUBVENÇÃO SOCIAL CONSELHO COMUNITÁRIO SEGURANÇA PÚBLICA E SOCIAL FRONTEIRA MG, (CONSEP) POLICIA MILITAR","LEI-2033-DE-13-DE-OUTUBRO-DE-2022-SUBVENCLAO-SOCIAL-CONSELHO-COMUN-SEG-PUBLICA-POLICIA-MILITAR.pdf","3/11/2022 10:29:58","3/11/2022 10:30:10","SUBVENÇÃO SOCIAL CONSELHO COMUNITÁRIO SEGURANÇA PÚBLICA E SOCIAL FRONTEIRA MG, (CONSEP) POLICIA MILITAR","0"
"160","164","PROIBE USO E COMERCIALIZAÇÃO DE CEROLOU QUALQUER MATERIAL CORTANTE","LEI-2034-DE-13-DE-OUTUBRO-DE-2022-PROIBI-COMERCIALIZACAO-E-USO-CEROL-OU-QUALQUER-MATERIAL-CORTANTE0001.pdf","8/11/2022 16:18:13","8/11/2022 16:18:26","PROIBE USO E COMERCIALIZAÇÃO DE CEROLOU QUALQUER MATERIAL CORTANTE","0"
"161","165","DIRETRIZES PARA IMPLANTAÇÃO PROGRAMA SAÚDE NO CAMPO","LEI-2035-DE13-DE-OUTUBRODE-2022-DIRETRIZES-PARA-IMPLANTACAO-PROGRAMA-SAUDE-NO-CAMPO0001.pdf","8/11/2022 16:19:36","8/11/2022 16:19:46","DIRETRIZES PARA IMPLANTAÇÃO PROGRAMA SAÚDE NO CAMPO","0"
"163","167","LUTO Sr. JAWAD HASSAN SIMBOLÉ","DECRETO-No-6623-LUTO-JAWAD-HASSAN-SIMBOLE.docx","10/11/2022 10:49:29","10/11/2022 10:49:40","LUTO Sr. JAWAD HASSAN SIMBOLÉ","0"
